bodydearword.feature,bodyform.feature,bodyhtml.feature,bodymultipart.feature,bodynumchars.feature,bodynumfunctionwords.feature,bodynumuniqwords.feature,bodynumwords.feature,bodyrichness.feature,bodysuspensionword.feature,bodyverifyyouraccountphrase.feature,externalsabinary.feature,externalsascore.feature,scriptjavascript.feature,scriptonclick.feature,scriptpopup.feature,scriptstatuschange.feature,scriptunmodalload.feature,senddiffreplyto.feature,sendnumwords.feature,sendunmodaldomain.feature,subjectbankword.feature,subjectdebitword.feature,subjectfwdword.feature,subjectnumchars.feature,subjectnumwords.feature,subjectreplyword.feature,subjectrichness.feature,subjectverifyword.feature,urlatchar.feature,urlbaglink.feature,urlip.feature,urlnumdomains.feature,urlnumexternallink.feature,urlnumimagelink.feature,urlnuminternallink.feature,urlnumip.feature,urlnumlink.feature,urlnumperiods.feature,urlnumport.feature,urlport.feature,urltwodoains.feature,urlunmodalbaglink.feature,urlwordclicklink.feature,urlwordherelink.feature,urlwordloginlink.feature,urlwordupdatelink.feature,class
1,0,1,1,2610,29,210,538,0.20613,0,1,1,24,0,1,0,0,0,1,0,0,0,0,0,34,5,0,0.147059,0,0,1,0,2,0,0,0,0,1,5,0,0,1,1,1,1,0,0,phish
1,1,1,0,1431,10,109,304,0.212439,0,0,1,23,0,0,0,0,0,1,0,0,0,0,0,20,3,0,0.15,0,0,0,1,1,2,0,0,1,2,5,0,0,0,0,0,0,0,0,phish
0,0,1,0,4933,2,214,1057,0.214271,0,0,1,25.3,0,0,0,0,0,1,0,0,0,0,0,22,4,0,0.181818,0,0,0,0,3,13,1,0,0,13,3,0,0,0,0,0,0,0,0,phish
0,0,1,0,478,0,67,100,0.209205,0,0,0,2.4,0,0,0,0,0,1,0,0,0,0,0,46,8,0,0.173913,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,phish
0,0,1,0,2728,32,220,570,0.208944,1,0,1,7.5,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0.176471,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,phish
1,0,1,0,3446,12,205,695,0.201683,0,0,1,16.7,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0.20339,0,0,2,0,2,4,0,0,0,4,5,0,0,0,0,1,1,0,0,phish
1,0,1,0,3446,12,205,695,0.201683,0,0,1,14.4,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0.20339,0,0,2,0,2,4,0,0,0,4,5,0,0,0,0,1,1,0,0,phish
1,1,1,1,1446,8,117,308,0.213001,0,0,1,26.2,0,0,0,0,0,1,0,0,0,0,0,68,11,0,0.161765,0,0,0,0,2,0,1,0,0,3,6,0,0,0,0,0,0,0,0,phish
1,0,1,1,1704,16,194,359,0.210681,0,0,1,16.6,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0.088235,0,0,2,0,4,0,1,0,0,3,5,0,0,1,1,1,1,0,0,phish
1,0,1,1,1708,16,195,360,0.210773,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0.088235,0,0,2,0,4,0,1,0,0,3,5,0,0,1,1,1,1,0,0,phish
1,0,1,1,1704,16,194,359,0.210681,0,0,1,22.3,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0.137931,0,0,2,0,4,0,1,0,0,3,5,0,0,1,1,1,1,0,0,phish
1,0,1,0,3446,12,205,695,0.201683,0,0,1,16.7,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0.20339,0,0,2,0,2,4,0,0,0,4,5,0,0,0,0,1,1,0,0,phish
1,0,1,1,1645,20,203,342,0.207903,0,0,1,16,0,0,0,0,0,1,0,0,0,0,0,44,9,0,0.204545,0,0,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,phish
1,0,1,1,1704,16,194,359,0.210681,0,0,1,18.9,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0.137931,0,0,2,0,4,0,1,0,0,3,5,0,0,1,1,1,1,0,0,phish
0,0,1,1,6056,3,325,1322,0.218296,0,0,1,19.2,0,1,0,0,0,1,0,0,0,0,0,22,3,0,0.136364,0,0,0,0,11,0,1,0,0,9,5,0,0,1,0,0,0,0,0,phish
1,0,0,0,959,27,119,204,0.212722,0,0,1,12.4,0,0,0,0,0,1,0,0,0,0,0,72,8,0,0.111111,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,phish
1,0,1,0,3446,12,205,695,0.201683,0,0,1,14.4,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0.20339,0,0,2,0,2,4,0,0,0,4,5,0,0,0,0,1,1,0,0,phish
1,0,1,0,1350,10,99,289,0.214074,0,0,1,27.8,0,1,0,0,0,0,0,0,0,0,0,22,3,0,0.136364,0,0,0,1,2,2,0,0,1,2,4,0,0,0,0,0,0,0,0,phish
1,0,0,0,642,12,103,139,0.216511,0,0,1,9.2,0,0,0,0,0,0,0,0,1,0,0,18,3,0,0.166667,0,0,1,0,2,1,0,0,0,1,6,0,0,1,0,0,0,1,0,phish
1,0,1,0,1570,19,178,319,0.203185,0,0,0,4.5,0,0,0,0,0,1,0,0,0,0,0,27,3,0,0.111111,0,0,0,0,5,8,3,1,0,9,3,0,0,1,0,0,0,0,0,phish
1,0,0,0,642,12,103,139,0.216511,0,0,1,8.6,0,0,0,0,0,0,0,0,1,0,0,18,3,0,0.166667,0,0,1,1,1,1,0,0,1,1,4,0,0,0,0,0,0,1,0,phish
1,0,1,0,3446,12,205,695,0.201683,0,0,1,16.7,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0.20339,0,0,2,0,2,4,0,0,0,4,5,0,0,0,0,1,1,0,0,phish
0,0,1,0,1611,10,158,354,0.219739,0,0,1,10.8,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0.098361,0,0,0,0,2,1,0,0,0,1,4,0,0,0,0,0,0,0,0,phish
0,0,1,0,1490,7,170,305,0.204698,0,0,1,14.6,0,0,0,0,0,1,0,0,0,0,0,34,3,0,0.088235,0,0,0,0,1,2,1,0,0,2,2,0,0,0,0,0,0,0,0,phish
0,0,1,1,5297,2,267,1126,0.212573,0,0,1,11.7,0,0,0,0,0,1,0,0,0,0,0,22,4,0,0.181818,0,0,0,0,3,13,1,0,0,13,3,0,0,0,0,0,0,0,0,phish
1,0,1,0,1399,19,151,298,0.213009,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0.176471,0,0,0,0,3,1,0,0,0,1,6,0,0,1,0,0,0,0,0,phish
0,0,1,0,227,0,44,52,0.229075,0,0,1,25.1,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0.107143,0,1,0,0,1,1,0,0,1,1,3,1,1,0,0,0,0,0,0,phish
1,0,1,0,1399,19,151,298,0.213009,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0.176471,0,0,0,0,3,1,0,0,0,1,6,0,0,1,0,0,0,0,0,phish
1,0,1,0,1399,19,151,298,0.213009,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0.176471,0,0,0,0,3,1,0,0,0,1,6,0,0,1,0,0,0,0,0,phish
1,0,1,0,3446,12,205,695,0.201683,0,0,1,14.4,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0.20339,0,0,2,0,2,4,0,0,0,4,5,0,0,0,0,1,1,0,0,phish
0,0,1,1,1236,11,148,254,0.205502,0,0,1,22.1,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0.117647,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,phish
1,0,1,0,1399,19,151,298,0.213009,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0.176471,0,0,0,0,3,1,0,0,0,1,6,0,0,1,0,0,0,0,0,phish
0,0,1,0,3296,72,247,680,0.206311,0,0,1,13.7,0,0,0,0,0,1,0,0,0,0,0,34,5,0,0.147059,0,0,0,1,3,1,0,0,1,1,4,0,0,0,0,0,0,0,0,phish
0,0,1,0,5899,3,261,1297,0.219868,0,0,1,18.8,0,1,0,0,0,1,0,0,0,0,0,64,11,0,0.171875,0,0,0,1,3,13,1,0,1,13,9,0,0,0,0,0,0,0,0,phish
0,0,1,1,1363,39,133,284,0.208364,0,0,1,20,0,0,0,0,0,1,0,0,0,0,0,43,6,0,0.139535,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,phish
0,0,1,1,1363,39,133,284,0.208364,0,0,1,20,0,0,0,0,0,1,0,0,0,0,0,43,6,0,0.139535,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,phish
1,0,1,1,1652,22,198,342,0.207022,0,0,1,22.6,0,0,0,0,0,1,0,0,1,0,0,41,8,0,0.195122,0,0,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,phish
0,0,1,0,1327,19,147,284,0.214017,0,0,1,9.7,0,0,0,0,0,0,0,0,0,0,0,46,7,0,0.152174,0,0,0,0,2,1,0,0,0,1,7,0,0,0,0,0,0,0,0,phish
1,0,1,0,1560,18,166,356,0.228205,0,0,1,9.8,0,0,0,0,0,1,0,0,0,0,0,23,4,0,0.173913,0,0,0,0,3,1,0,0,0,1,10,0,0,1,0,0,0,0,0,phish
0,0,1,0,1412,31,150,288,0.203966,0,0,1,5.5,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0.142857,0,0,1,0,2,2,0,0,0,2,4,0,0,0,0,1,1,0,0,phish
0,0,1,0,1319,20,144,274,0.207733,0,0,1,12.3,0,0,0,0,0,1,0,0,1,0,0,32,5,0,0.15625,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phish
1,0,1,0,3446,12,205,695,0.201683,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0.20339,0,0,2,0,2,4,0,0,0,4,5,0,0,0,0,1,1,0,0,phish
0,0,1,0,3212,22,194,640,0.199253,0,0,1,10.2,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0.130435,0,0,0,0,2,1,0,0,0,1,5,0,0,1,0,0,0,0,0,phish
1,0,1,0,3479,12,207,701,0.201495,0,0,1,25.1,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0.20339,0,0,2,0,2,5,0,0,0,5,5,0,0,0,0,1,1,0,0,phish
1,0,1,0,3279,12,215,666,0.203111,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0.181818,1,0,2,0,2,4,1,0,0,4,3,0,0,0,1,0,1,1,0,phish
1,0,1,0,1606,11,145,339,0.211083,0,0,1,8.5,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0.166667,1,0,1,0,3,8,0,0,0,8,3,0,0,0,0,0,0,0,1,phish
1,0,1,1,1652,22,198,342,0.207022,0,0,1,18.6,0,0,0,0,0,1,0,0,0,0,0,23,3,0,0.130435,0,0,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,phish
1,0,1,1,1652,22,198,342,0.207022,0,0,1,22.6,0,0,0,0,0,1,0,0,0,0,0,23,3,0,0.130435,0,0,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,phish
0,0,1,1,5416,2,278,1150,0.212334,0,0,1,13.2,0,0,0,0,0,1,0,0,0,0,0,22,4,0,0.181818,0,0,0,0,3,13,1,0,0,13,3,0,0,0,0,0,0,0,0,phish
1,0,1,0,4883,14,318,954,0.195372,1,0,1,12.4,1,0,1,1,0,0,0,0,0,0,0,39,6,0,0.153846,0,0,1,1,10,2,0,0,2,2,9,0,0,1,1,1,1,0,0,phish
0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phish
1,0,1,1,6188,26,347,1418,0.229153,0,0,1,21.5,0,1,1,1,0,0,0,0,0,0,0,25,5,0,0.2,0,0,0,0,4,0,4,0,1,13,4,1,1,1,0,0,0,0,0,phish
1,0,1,0,3501,12,207,705,0.201371,0,0,1,10.9,0,0,0,0,0,0,0,0,0,0,0,60,12,0,0.2,0,0,2,0,2,5,0,0,0,5,5,0,0,0,0,1,1,0,0,phish
1,0,1,1,6188,26,347,1418,0.229153,0,0,1,15,0,1,1,1,0,1,0,0,0,0,0,25,5,0,0.2,0,0,0,0,4,0,4,0,1,13,4,1,1,1,0,0,0,0,0,phish
1,0,1,1,1710,16,195,361,0.211111,0,0,1,21.3,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0.085714,0,0,2,0,4,0,1,0,0,3,4,0,0,1,1,1,1,0,0,phish
1,0,1,0,1350,10,99,289,0.214074,0,0,1,20.9,0,1,0,0,0,0,0,0,0,0,0,22,3,0,0.136364,0,0,0,1,2,2,0,0,1,2,4,0,0,0,0,0,0,0,0,phish
0,0,1,0,237,0,47,56,0.236287,0,0,1,18.1,0,0,0,0,0,0,0,0,0,0,0,63,13,0,0.206349,0,1,0,0,1,1,0,0,1,1,3,1,1,0,0,0,0,0,0,phish
1,0,1,1,1692,18,193,354,0.20922,0,0,1,21.8,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0.085714,0,0,2,0,1,0,1,0,0,3,4,0,0,0,0,1,1,0,0,phish
0,0,1,0,4001,22,228,768,0.191952,0,1,1,14.7,0,0,0,0,0,0,0,0,0,0,0,69,11,0,0.15942,0,0,1,0,2,2,1,0,0,2,7,0,0,1,1,1,1,0,0,phish
1,0,1,0,1350,10,99,289,0.214074,0,0,1,27.8,0,1,0,0,0,0,0,0,0,0,0,22,3,0,0.136364,0,0,0,1,2,2,0,0,1,2,4,0,0,0,0,0,0,0,0,phish
1,0,1,0,1350,10,99,289,0.214074,0,0,1,18.5,0,1,0,0,0,0,0,0,0,0,0,22,3,0,0.136364,0,0,0,1,2,2,0,0,1,2,4,0,0,0,0,0,0,0,0,phish
1,0,1,0,1374,36,143,293,0.213246,0,0,1,12.4,0,0,0,0,0,0,0,0,0,0,0,77,12,0,0.155844,0,0,0,1,1,1,0,0,1,1,6,0,0,0,0,0,0,0,0,phish
0,0,1,0,2724,32,220,570,0.209251,1,0,1,9.6,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0.176471,0,0,0,1,1,2,0,0,2,2,5,0,0,0,0,0,0,0,0,phish
0,0,1,0,2435,32,210,520,0.213552,1,0,1,23.9,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0.111111,0,0,1,0,3,2,0,0,0,2,4,0,0,1,0,0,0,1,0,phish
0,0,1,1,1369,39,134,286,0.208912,0,0,1,21.4,0,0,0,0,0,1,0,0,0,0,0,43,6,0,0.139535,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,phish
0,0,1,0,3593,19,246,764,0.212636,0,0,1,18.2,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0.176471,0,0,0,1,1,8,0,0,8,8,30,0,0,1,0,0,0,0,0,phish
0,0,1,1,2474,32,235,536,0.216653,1,0,1,19.5,0,0,0,0,0,1,0,0,0,0,0,68,11,0,0.161765,0,0,1,1,1,0,0,0,1,2,5,0,0,0,0,0,0,1,0,phish
0,0,1,0,1966,11,181,402,0.204476,0,0,1,14.9,0,1,0,0,0,0,0,0,0,0,0,45,7,0,0.155556,0,0,0,0,2,2,1,0,0,2,5,0,0,0,0,0,0,0,0,phish
0,0,1,0,1627,12,159,357,0.219422,0,0,1,6.7,0,0,0,0,0,0,0,0,0,0,0,83,9,0,0.108434,0,0,0,0,2,1,0,0,0,1,5,0,0,0,0,0,0,0,0,phish
0,0,1,1,2474,32,235,536,0.216653,1,0,1,22.1,0,0,0,0,0,1,0,0,0,0,0,68,11,0,0.161765,0,0,1,1,1,0,0,0,1,2,5,0,0,0,0,0,0,1,0,phish
0,0,1,0,556,6,74,128,0.230216,0,0,1,13.1,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0.212121,0,0,1,0,1,2,0,0,0,2,6,0,0,1,0,1,1,0,0,phish
1,0,1,0,1614,17,158,314,0.194548,0,0,1,8.6,0,0,0,0,0,0,0,0,0,0,0,70,8,0,0.114286,0,0,0,0,2,1,0,0,0,1,4,0,0,0,0,0,0,0,0,phish
1,1,1,1,2481,10,179,556,0.224103,0,0,1,22.5,0,0,0,0,0,1,0,0,0,0,0,45,8,0,0.177778,0,0,1,1,6,0,2,0,1,5,6,0,0,0,0,1,1,0,1,phish
1,0,1,1,3915,30,293,835,0.213282,0,0,1,23.4,1,0,0,0,1,1,0,0,0,0,0,33,5,0,0.151515,0,0,2,1,7,0,1,0,2,6,4,0,0,0,0,0,1,0,0,phish
0,0,1,0,1360,23,132,295,0.216912,0,0,1,22.6,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0.212121,0,0,0,0,2,1,0,0,0,1,7,0,0,0,0,0,0,0,0,phish
1,0,1,0,1152,13,102,235,0.203993,0,0,1,16.4,0,1,0,0,0,1,0,0,0,0,0,44,5,0,0.113636,0,0,1,1,2,3,0,0,1,3,4,0,0,0,0,0,0,1,0,phish
0,0,1,1,2474,32,235,536,0.216653,1,0,1,23.5,0,0,0,0,0,1,0,0,0,0,0,68,11,0,0.161765,0,0,1,1,1,0,0,0,1,2,7,0,0,0,0,0,0,1,0,phish
0,0,1,1,2474,32,235,536,0.216653,1,0,1,19.5,0,0,0,0,0,1,0,0,0,0,0,68,11,0,0.161765,0,0,1,1,1,0,0,0,1,2,7,0,0,0,0,0,0,1,0,phish
1,0,1,0,1444,10,106,314,0.217452,0,0,1,14.7,0,0,0,0,0,1,0,0,0,0,0,50,7,0,0.14,0,0,0,1,1,4,0,0,1,4,2,0,0,0,0,0,0,0,0,phish
0,0,1,0,556,6,74,128,0.230216,0,0,1,15.5,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0.212121,0,0,1,0,1,2,0,0,0,2,6,0,0,1,0,1,1,0,0,phish
0,0,1,0,861,20,97,182,0.211382,0,1,1,22.4,0,0,0,0,0,1,0,0,0,0,0,31,4,0,0.129032,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,phish
1,0,1,0,807,14,107,165,0.204461,0,0,1,14.6,0,0,0,0,0,1,0,0,0,0,0,43,6,0,0.139535,0,0,1,1,0,1,0,0,1,1,5,0,0,0,0,0,0,0,1,phish
0,0,1,0,556,6,74,128,0.230216,0,0,1,15.5,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0.212121,0,0,1,0,1,2,0,0,0,2,6,0,0,1,0,1,1,0,0,phish
0,0,1,0,556,6,74,128,0.230216,0,0,1,23.4,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0.21875,0,0,1,0,1,2,0,0,0,2,6,0,0,1,0,1,1,0,0,phish
1,0,0,0,1054,11,117,220,0.208729,0,0,1,10.7,0,0,0,0,0,1,0,0,0,0,0,26,4,0,0.153846,0,0,0,0,3,1,0,0,0,1,5,0,0,1,0,0,0,0,0,phish
1,0,1,0,1152,13,102,235,0.203993,0,0,1,17.6,0,1,0,0,0,0,0,0,0,0,0,30,5,0,0.166667,0,0,1,1,2,3,0,0,1,3,4,0,0,0,0,0,0,1,0,phish
0,0,1,0,861,20,97,182,0.211382,0,1,1,25,0,0,0,0,0,1,0,0,0,0,0,31,4,0,0.129032,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,phish
1,0,1,0,1152,13,102,235,0.203993,0,0,1,24.9,0,1,0,0,0,1,0,0,0,0,0,39,7,0,0.179487,1,0,1,1,2,3,0,0,1,3,4,0,0,0,0,0,0,1,0,phish
0,0,1,0,1301,29,132,274,0.210607,0,0,1,19.2,0,0,0,0,0,1,0,0,0,0,0,37,8,0,0.216216,0,0,0,0,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,phish
0,0,1,1,2205,14,171,461,0.20907,0,1,1,17.8,0,1,0,0,0,1,0,0,0,0,0,34,5,0,0.147059,0,0,1,0,2,0,0,0,0,1,5,0,0,0,1,1,1,0,0,phish
1,0,1,0,1350,10,99,289,0.214074,0,0,1,25.1,0,1,0,0,0,0,0,0,0,0,0,22,3,0,0.136364,0,0,0,1,2,2,0,0,1,2,4,0,0,0,0,0,0,0,0,phish
0,0,1,1,3553,26,274,733,0.206305,0,1,1,21,0,1,0,0,0,1,0,0,0,0,0,68,11,0,0.161765,0,0,2,1,1,0,1,0,3,4,5,0,0,0,0,1,1,0,0,phish
1,0,1,0,1854,9,143,405,0.218447,0,0,1,12.8,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0.181818,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phish
1,0,1,0,2084,8,169,467,0.224088,0,0,1,21.2,0,0,0,0,0,0,0,0,0,0,0,39,6,0,0.153846,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,phish
0,0,1,0,4602,13,206,953,0.207084,0,0,1,16,0,1,0,0,0,1,0,0,0,0,0,50,9,0,0.18,0,0,1,0,4,11,1,0,0,11,4,0,0,0,1,1,0,0,0,phish
0,0,1,0,792,7,92,154,0.194444,0,0,1,12.3,0,0,0,0,0,0,0,0,0,0,0,68,9,0,0.132353,0,0,1,1,1,1,0,0,1,1,2,0,0,0,0,0,0,1,0,phish
1,0,1,0,690,5,98,143,0.207246,0,0,1,31.1,0,0,0,0,0,0,0,0,0,0,0,69,11,0,0.15942,0,0,1,0,2,2,1,0,0,2,8,0,0,1,0,1,1,0,0,phish
1,0,1,1,5848,35,379,1347,0.230335,0,0,1,21.5,0,0,0,0,0,1,0,0,0,0,0,14,2,0,0.142857,0,0,1,0,5,0,7,0,0,19,5,0,0,0,0,1,1,0,0,phish
1,0,1,1,1066,14,125,212,0.198874,0,0,1,16.8,0,0,0,0,0,1,0,0,0,0,0,20,2,0,0.1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,phish
0,0,1,1,1727,29,168,373,0.215981,0,0,1,19.1,0,0,0,0,0,1,0,0,0,0,0,40,6,0,0.15,0,0,0,0,4,0,1,0,0,4,10,0,0,1,0,0,0,0,0,phish
0,0,1,0,596,6,75,138,0.231544,0,0,1,23.8,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0.212121,0,0,1,0,1,2,0,0,0,2,4,0,0,1,0,1,1,0,0,phish
1,0,1,0,2681,27,178,554,0.206639,0,0,1,11.5,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0.125,0,0,0,1,2,5,0,0,1,5,5,0,0,0,0,0,0,0,0,phish
0,0,1,0,2891,17,214,612,0.211691,0,1,1,24.7,0,0,0,0,0,1,0,0,0,0,0,23,3,0,0.130435,0,0,2,0,3,4,0,0,0,4,7,0,0,1,1,1,1,0,0,phish
1,0,1,0,4864,14,317,950,0.195313,1,0,1,24.2,1,0,1,1,0,1,0,0,0,0,0,35,5,0,0.142857,0,0,1,1,10,2,0,0,2,2,5,0,0,0,0,1,1,0,0,phish
1,0,1,0,1911,26,160,436,0.228153,0,0,1,9.6,0,0,0,0,0,1,0,0,0,0,0,37,6,0,0.162162,0,0,0,0,3,4,0,0,0,4,5,0,0,1,0,0,0,0,0,phish
0,0,1,1,1732,3,241,386,0.222864,0,0,1,8.5,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0.230769,0,0,1,0,1,7,6,0,0,7,4,0,0,0,0,1,1,0,0,phish
1,0,1,1,5881,35,382,1355,0.230403,0,0,1,16.8,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0.142857,0,0,1,0,5,0,7,0,0,18,5,0,0,0,0,1,1,0,0,phish
1,0,0,0,9195,46,704,1944,0.211419,0,0,1,18.5,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phish
0,0,0,0,171,2,32,35,0.204678,0,0,1,11.5,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phish
1,0,1,1,2958,13,286,638,0.215686,1,0,1,24.7,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0.176471,0,0,0,0,7,0,0,0,0,13,3,0,0,0,0,0,0,0,0,phish
1,0,1,0,3446,12,205,695,0.201683,0,0,1,22.3,0,0,0,0,0,0,0,0,0,0,0,59,12,0,0.20339,0,0,2,1,2,4,0,0,4,4,7,0,0,0,0,1,1,0,0,phish
0,0,1,0,2839,17,182,604,0.212751,1,0,0,2.8,0,1,1,1,0,1,0,0,0,0,0,44,6,0,0.136364,0,0,1,0,2,2,0,0,0,2,2,0,0,0,0,0,0,1,0,phish
0,0,1,0,1317,30,134,277,0.210326,0,0,1,19.2,0,0,0,0,0,1,0,0,0,0,0,37,8,0,0.216216,0,0,0,0,2,2,0,0,0,2,4,0,0,0,0,0,0,0,0,phish
0,0,1,0,1627,12,159,357,0.219422,0,0,1,9.5,0,0,0,0,0,1,2,0,0,0,0,50,8,0,0.16,0,0,0,1,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,phish
1,0,1,0,1152,13,102,235,0.203993,0,0,1,19,0,1,0,0,0,1,0,0,0,0,0,39,7,0,0.179487,1,0,1,1,2,3,0,0,1,3,4,0,0,0,0,0,0,1,0,phish
0,0,1,1,1741,30,173,374,0.214819,0,0,1,21.9,0,0,0,0,0,1,0,0,0,0,0,40,6,0,0.15,0,0,0,1,1,0,0,0,1,4,8,0,0,0,0,0,0,0,0,phish
0,0,1,0,581,0,107,147,0.253012,0,0,1,28.3,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0.184211,0,1,0,0,1,1,0,0,1,1,3,1,1,0,0,0,0,0,0,phish
1,0,1,0,1883,25,152,403,0.21402,0,0,1,6,0,1,0,0,0,1,0,0,0,0,0,24,5,0,0.208333,0,0,0,1,1,2,1,0,3,2,8,0,0,1,0,0,0,0,0,phish
0,1,1,1,4274,11,337,927,0.216893,0,0,0,2.2,0,0,0,0,0,1,0,0,0,0,0,36,7,0,0.194444,0,0,0,0,4,0,1,0,0,4,5,0,0,1,0,0,0,0,0,phish
1,0,1,1,5881,35,382,1355,0.230403,0,0,1,17.9,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0.142857,0,0,1,0,5,0,7,0,0,18,5,0,0,0,0,1,1,0,0,phish
0,0,1,0,1627,12,159,357,0.219422,0,0,1,9.3,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0.142857,0,0,0,1,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,phish
1,0,1,0,1169,16,110,237,0.202737,0,0,1,17.6,0,1,0,1,0,0,0,0,0,0,0,29,5,0,0.172414,0,0,0,1,2,6,1,0,3,6,4,0,0,0,0,0,0,0,0,phish
1,0,1,1,5900,34,383,1359,0.230339,0,0,1,18.7,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0.142857,0,0,1,0,5,0,7,0,0,18,5,0,0,0,0,1,1,0,0,phish
0,1,1,0,4355,43,260,963,0.221125,1,0,1,16.8,0,0,0,1,0,0,0,0,0,0,0,22,3,0,0.136364,0,0,3,1,1,5,0,0,5,5,10,0,0,0,0,1,1,1,0,phish
1,0,1,0,5426,18,300,1182,0.21784,0,0,1,7.9,0,0,0,0,0,0,0,0,0,0,0,36,5,1,0.138889,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phish
1,0,1,0,5426,18,300,1182,0.21784,0,0,1,7.9,0,0,0,0,0,0,0,0,0,0,0,36,5,1,0.138889,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phish
1,0,1,1,3434,35,247,703,0.204718,1,0,1,26,0,1,0,0,0,1,0,0,0,0,0,82,13,0,0.158537,0,0,0,1,9,0,1,0,6,12,10,0,0,1,0,0,0,0,0,phish
